. z..6.benzylidene.3.hydroxymethyl.1.4.dimethyl.3.methylsulfanylpiperazine.2.5.dione
2..5...z...1..4.tert.butylphenyl..5.oxo.3.phenylpyrazol.4.ylidene.methyl.furan.2.yl..4.chlorobenzoic acid
2..5...z...1..4.tert.butylphenyl..5.oxo.3.phenylpyrazol.4.ylidene.methyl.furan.2.yl.benzoic acid
2..5..2..1h.benzimidazol.2.yl..2.cyanoethenyl..2.furanyl.benzoic acid
2..5..2..3.methyl.2.thiazolidinylidene.ethylidene..4.oxo.2.sulfanylidene.3.thiazolidinyl.acetic acid
2..5..2...4.methylphenyl.thio..1.oxoethyl..2.thiophenyl.acetic acid
2..5..2..2..5..2.hydroxybutyl.oxolan.2.yl.propanoyloxy.butyl.oxolan.2.yl.propanoic acid
2..5..2..2..5..2.hydroxypropyl.oxolan.2.yl.propanoyloxy.propyl.oxolan.2.yl.propanoic acid
2..5..2..2..5..2.oxopropyl.oxolan.2.yl.propanoyloxy.butyl.oxolan.2.yl.propanoic acid
2..5...2.imino.3..2.methoxyphenyl..4.oxo.5.thiazolidinylidene.methyl..2.furanyl.benzoic acid
2..5...3..4.methylphenyl..1.phenyl.4.pyrazolyl.methylidene..4.oxo.2.sulfanylidene.3.thiazolidinyl.ethanesulfonic acid
2..5...3...2.4.dichlorophenyl.methoxy.phenyl.methylidene..4.oxo.2.sulfanylidene.3.thiazolidinyl.acetic acid
2..5...3..4..2.methylpropoxy.phenyl..1.phenyl.4.pyrazolyl.methylidene..4.oxo.2.sulfanylidene.3.thiazolidinyl.acetic acid
2..5...3..4...2.chlorophenyl.methoxy.phenyl..1.phenyl.4.pyrazolyl.methylidene..4.oxo.2.sulfanylidene.3.thiazolidinyl.ethanesulfonic acid
2..5...3..4...2.fluorophenyl.methoxy.phenyl..1.phenyl.4.pyrazolyl.methylidene..4.oxo.2.sulfanylidene.3.thiazolidinyl.ethanesulfonic acid
2..5...3..4...4.chlorophenyl.methoxy.phenyl..1.phenyl.4.pyrazolyl.methylidene..4.oxo.2.sulfanylidene.3.thiazolidinyl.ethanesulfonic acid
2..5.bromo.2.ethoxy.4..hydroxymethyl.phenoxy.acetic acid
2..5.phenoxy.4.apos...trifluoromethyl.biphenyl.3.yl.pentanoic acid
2..6.apos...5.7.dihydroxy.4.oxo.3...3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy..4h.chromen.2.yl..2.apos..3.apos..4.4.apos..5.6.hexahydroxy..1.1.apos..biphenyl..2.yl..5.7.dihydroxy.3.4.dihydro.2h.1.benzopyran.3.yl 3.4.5.trihydroxybenzoate
2..6.8.difluoro.9...4.methylsulfonylphenyl.methyl..1.2.3.4.tetrahydrocarbazol.1.yl.acetic acid
2..6..carboxymethyl..9.ethyl.3.carbazolyl.acetic acid
2..6.bromo.4..2.chlorophenyl..2.oxo.1h.quinolin.3.yl.acetic acid
2..6.fluoro.2.methyl.3...4.methylsulfinylphenyl.methylidene..1.indenyl.acetic acid
2..6.fluoro.2.methyl.3...4..methylthio.phenyl.methylidene..1.indenyl.acetic acid
2..7..carboxymethoxy..4.methyl.2.oxo.1.benzopyran.3.yl.acetic acid
2..9..3.chloro.4.methoxyphenyl..1.8.dioxo.3.4.5.6.7.9.hexahydro.2h.acridin.10.yl.acetic acid
2..9..4.methoxyphenyl..1.8.dioxo.3.4.5.6.7.9.hexahydro.2h.acridin.10.yl.acetic acid
2....1r..1..7.methyl.2..4.morpholinyl..4.oxo.9.pyrido.1.2.a.pyrimidinyl.ethyl.amino.benzoic acid
2....2.methyl.3.furanyl..oxomethyl.amino.benzoic acid
2....2e.4e.6r..7..4..dimethylamino.phenyl..4.6.dimethyl.7.oxohepta.2.4.dienoyl.amino..3.hydroxypropanoic acid
2....2r.3r.4r.5s.6r..3.acetamido.2.5.dihydroxy.6..hydroxymethyl..4.oxanyl.oxy.propanoic acid
2....3.5.dichloro.4.ethoxyphenyl..oxomethyl.amino.benzoic acid
2....3.bromophenyl..oxomethyl.amino..5.hydroxybenzoic acid
2....3.ethoxycarbonyl.4.5.6.7.tetrahydro.1.benzothiophen.2.yl.amino..oxomethyl..3.methyl.3.bicyclo.2.2.1.hept.5.enecarboxylic acid
2....3.methylphenyl..oxomethyl.amino..5.6.dihydro.4h.cyclopenta.b.thiophene.3.carboxylic acid
2....3r..3..4.fluorophenyl..3..4.phenylphenoxy.propyl..methylamino.acetic acid
2....4.acetyloxy.3.methoxyphenyl..oxomethyl.amino..5.hydroxybenzoic acid
2....4.chlorophenyl..oxomethyl.amino..3..2.oxo.1h.quinolin.4.yl.propanoic acid
2....4.tert.butylphenyl..oxomethyl.amino..4.5.dichlorobenzoic acid
2....4.tert.butylphenyl..oxomethyl.amino..4.chloro.5.fluorobenzoic acid
2....4.tert.butylphenyl..oxomethyl.amino..4.chlorobenzoic acid
2....4r..1.oxo.4...3r.7r.10s.12s.13r.17r..3.7.12.trihydroxy.10.13.dimethyl.2.3.4.5.6.7.8.9.11.12.14.15.16.17.tetradecahydro.1h.cyclopenta.a.phenanthren.17.yl.pentyl.amino.acetic acid
2....4r..4...3r.5r.8r.9s.10s.12r.13r.14s.17r..3.12.dihydroxy.10.13.dimethyl.2.3.4.5.6.7.8.9.11.12.14.15.16.17.tetradecahydro.1h.cyclopenta.a.phenanthren.17.yl.pentanoyl.amino.ethanesulfonic acid
2....4r..4...3r.5r.8r.9s.10s.13r.14s.17r..3.hydroxy.10.13.dimethyl.2.3.4.5.6.7.8.9.11.12.14.15.16.17.tetradecahydro.1h.cyclopenta.a.phenanthren.17.yl.pentanoyl.amino.acetic acid
2....4r..4...3r.5r.9s.10s.12s.13r.14s.17r..3.12.dihydroxy.10.13.dimethyl.2.3.4.5.6.7.8.9.11.12.14.15.16.17.tetradecahydro.1h.cyclopenta.a.phenanthren.17.yl.pentanoyl.amino.ethanesulfonic acid
2....4r..4...3r.5s.7r.8r.9s.10s.12s.13r.14s.17r..3.7.12.trihydroxy.10.13.dimethyl.2.3.4.5.6.7.8.9.11.12.14.15.16.17.tetradecahydro.1h.cyclopenta.a.phenanthren.17.yl.pentanoyl.amino.acetic acid.hydrate
2....4r..4...3r.5s.7r.8r.9s.10s.13r.14s.17r..3.7.dihydroxy.10.13.dimethyl.2.3.4.5.6.7.8.9.11.12.14.15.16.17.tetradecahydro.1h.cyclopenta.a.phenanthren.17.yl.pentanoyl.amino..3.phenylpropanoic acid
2....4r..4...3r.5s.7r.8r.9s.10s.13r.14s.17r..3.7.dihydroxy.10.13.dimethyl.2.3.4.5.6.7.8.9.11.12.14.15.16.17.tetradecahydro.1h.cyclopenta.a.phenanthren.17.yl.pentanoyl.amino..4.methylpentanoic acid
2....4r..4...3r.5s.7r.9s.10s.12s.13r.14s.17r..3.7.12.trihydroxy.10.13.dimethyl.2.3.4.5.6.7.8.9.11.12.14.15.16.17.tetradecahydro.1h.cyclopenta.a.phenanthren.17.yl.pentanoyl.amino.ethanesulfonic acid
2....4r..4...3r.5s.7s.10s.13r.17r..3.7.dihydroxy.10.13.dimethyl.2.3.4.5.6.7.8.9.11.12.14.15.16.17.tetradecahydro.1h.cyclopenta.a.phenanthren.17.yl.pentanoyl.amino.acetic acid
2....4r.7r.8s..14....2.chloroanilino..oxomethyl.amino..8.methoxy.4.7.10.trimethyl.11.oxo.2.oxa.5.10.diazabicyclo.10.4.0.hexadeca.1.12..13.15.trien.5.yl.methyl.benzoic acid
2....4r.7r.8s..14...cyclopropyl.oxo.methyl.amino..8.methoxy.4.7.10.trimethyl.11.oxo.2.oxa.5.10.diazabicyclo.10.4.0.hexadeca.1.12..13.15.trien.5.yl.methyl.benzoic acid
2....4r.7r.8s..8.methoxy.4.7.10.trimethyl.11.oxo.14..1.oxobutylamino..2.oxa.5.10.diazabicyclo.10.4.0.hexadeca.1.12..13.15.trien.5.yl.methyl.benzoic acid
2....5.bromo.2.furanyl..oxomethyl.amino.benzoic acid
2....5as.5bs.7s.7as.11as.11bs.13as..11a..acetyloxymethyl..5b.8.8.13a.tetramethyl.3.oxo.4.5.5a.6.7.7a.9.10.11.11b.12.13.dodecahydro.1h.phenanthro.2.1.e..2.benzouran.7.yl.oxymethoxy.acetic acid
2....5r.6r.9s..14.acetamido.5.methoxy.3.6.9.trimethyl.2.oxo.11.oxa.3.8.diazabicyclo.10.4.0.hexadeca.1.12..13.15.trien.8.yl.methyl.benzoic acid
2....5r.6s.9r..14....2.fluoroanilino..oxomethyl.amino..5.methoxy.3.6.9.trimethyl.2.oxo.11.oxa.3.8.diazabicyclo.10.4.0.hexadeca.1.12..13.15.trien.8.yl.methyl.benzoic acid
2....5r.6s.9r..14.acetamido.5.methoxy.3.6.9.trimethyl.2.oxo.11.oxa.3.8.diazabicyclo.10.4.0.hexadeca.1.12..13.15.trien.8.yl.methyl.benzoic acid
2....5s.6r.9r..14....2.fluoroanilino..oxomethyl.amino..5.methoxy.3.6.9.trimethyl.2.oxo.11.oxa.3.8.diazabicyclo.10.4.0.hexadeca.1.12..13.15.trien.8.yl.methyl.benzoic acid
2....5s.6r.9r..14.acetamido.5.methoxy.3.6.9.trimethyl.2.oxo.11.oxa.3.8.diazabicyclo.10.4.0.hexadeca.1.12..13.15.trien.8.yl.methyl.benzoic acid
2....5s.6r.9r..5.methoxy.14...2.methoxy.1.oxoethyl.amino..3.6.9.trimethyl.2.oxo.11.oxa.3.8.diazabicyclo.10.4.0.hexadeca.1.12..13.15.trien.8.yl.methyl.benzoic acid
2....5s.6r.9r..5.methoxy.14....2.methoxyanilino..oxomethyl.amino..3.6.9.trimethyl.2.oxo.11.oxa.3.8.diazabicyclo.10.4.0.hexadeca.1.12..13.15.trien.8.yl.methyl.benzoic acid
2....5s.6r.9s..14....2.fluoroanilino..oxomethyl.amino..5.methoxy.3.6.9.trimethyl.2.oxo.11.oxa.3.8.diazabicyclo.10.4.0.hexadeca.1.12..13.15.trien.8.yl.methyl.benzoic acid
2....5s.6r.9s..14.acetamido.5.methoxy.3.6.9.trimethyl.2.oxo.11.oxa.3.8.diazabicyclo.10.4.0.hexadeca.1.12..13.15.trien.8.yl.methyl.benzoic acid
2....5z.7e.10e..3.9.dihydroxy.8.methyl.10...1.methyl.4..1h.pyrrole.2.carbonyl..2.3.3a.4.5.7a.hexahydro.1h.inden.5.yl.methylidene.dodeca.5.7.dienoyl.amino..3..1h.indol.3.yl.propanoic acid
2....8.methoxy.1.8.dioxooctyl.hydrazinylidene.methyl.benzoic acid
2....e..3...3..4...2..2.amino.1..5..2.4.dioxopyrimidin.1.yl..4.hydroxy.3.methoxyoxolan.2.yl..2.oxoethoxy..3.4.dihydroxy.3.4.dihydro.2h.pyran.6.carbonyl.amino.phenyl..2.3.dihydroxypropanoyl.amino.prop.2.enoyl.amino.acetic acid
2...1..2.amino.4.thiazolyl..2....2s.3s..2.methyl.4.oxo.1.sulfo.3.azetidinyl.amino..2.oxoethylidene.amino.oxy.2.methylpropanoic acid
2...1..4.methoxy.2.nitrophenyl..2.5.dioxo.3.pyrrolidinyl.thio.benzoic acid
2...1..3..4...1.1.apos..biphenyl..4.ylcarbonyl..2.propylphenoxy.propyl..1.2.3.4.tetrahydro.5.quinolinyl.oxy..2.methyl.propanoic acid
2...1..3.chloro.5..diaminomethylideneamino..4.hydroxy.2...4.hydroxy.3..3.prop.1.en.2.ylquinolin.4.yl.benzoyl.amino.pentanoyl..3.methylpyrrolidine.2.carbonyl.amino..3.methylbut.2.enoic acid
2...1.oxo.2..1.thiophen.2.ylethylideneamino.oxyethyl.amino.benzoic acid
2...1.oxo.2..2.oxo.1.3.benzothiazol.3.yl.ethyl.amino.benzoic acid
2...1.oxo.2..4.oxo.2...6.oxo.1.cyclohexa.2.4.dienylidene.methylhydrazo..5.thiazolyl.ethyl.amino.acetic acid
2...1.oxo.3..4.pentylphenyl.prop.2.enyl.amino.benzoic acid
2...2..3.4.dimethoxyphenyl..6.methyl.1.benzopyran.4.ylidene.amino.butanoic acid
2...2..3.nitrophenyl..2.oxoethyl.thio..3.pyridinecarboxylic acid
2...2..4.methoxyphenyl..6.methyl.1.benzopyran.4.ylidene.amino..4.methylpentanoic acid
2...2..carbamoylthio..1.oxoethyl.amino.benzoic acid
2...2...3.7.dimethyl.2.quinolinyl.thio..1.oxoethyl.amino..4.5.dimethoxybenzoic acid
2...2...4.methoxyphenyl.methyl..1.3.dioxo.4.isoquinolinylidene.methylamino.benzoic acid
2...2...4.methoxyphenyl.methylideneamino.oxy.1.oxoethyl...phenylmethyl.amino.benzoic acid
2...2....3.5.dimethylphenyl..oxomethyl..methylamino..1.oxo.3..4.phenylphenyl.propyl.amino..3..1h.indol.3.yl.propanoic acid
2...2...2...1.azepanyl.oxo.methyl.amino..4.methyl.1.oxopentyl.amino..3..1.methyl.3.indolyl..1.oxopropyl.amino..3..2.pyridinyl.propanoic acid
2...2...2...2...2..2...5.carbamimidamido.2...2.methyl.2..2..2...2.methyl.2..2...4.methyl.2...2.methyl.2..2..2...2.methyl.2...2.methyl.2...2.methyl.2...2.methyl.2...1..2.methyl.3.oxotetradecanoyl.pyrrolidine.2.carbonyl.amino.propanoyl.amino.propanoyl.amino.propanoyl.amino.propanoyl.amino.propanoylamino.propanoylamino.propanoyl.amino.pentanoyl.amino.propanoylamino.propanoyl.amino.propanoylamino.propanoylamino.propanoyl.amino.pentanoyl.amino.propanoylamino..2.methylpropanoyl.amino.acetyl.amino..2.methylpropanoyl.amino..2.methylpropanoyl.amino.propanoic acid
2...2...2...2...2.amino.3..4.hydroxyphenyl..1.oxopropyl.amino..1.oxoethyl.amino..1.oxoethyl.amino..1.oxo.3.phenylpropyl.amino..4.methylpentanoic acid
2...2...2...2.amino.3..1h.imidazol.5.yl..1.oxopropyl.amino..3.methyl.1.oxopentyl.amino..5..diaminomethylideneamino..1.oxopentyl.amino..4.methylpentanoic acid
2...2...2....1..5..diaminomethylideneamino..2...5..diaminomethylideneamino..2....2.methylpropan.2.yl.oxy.oxomethyl.amino..1.oxopentyl.amino..1.oxopentyl..2.pyrrolidinyl..oxomethyl.amino..3..4.hydroxyphenyl.propyl.amino..3.methyl.1.oxopentyl.amino..4.methylpentanoic acid
2...2...2.amino.4..methylthio..1.oxobutyl.amino..4.methyl.1.oxopentyl.amino..3.phenylpropanoic acid
2...2...2.formamido.4..methylthio..1.oxobutyl.amino..4.methyl.1.oxopentyl.amino..3.phenylpropanoic acid
2...2...5..4.tert.butylphenyl..2.methoxycarbonyl.3.thiophenyl.amino..2.oxoethyl.thio.acetic acid
2...2.amino.4..5.hydroxy.2.pyridinyl..3.methyl.1.oxopentyl.amino..2...2r.3r.4s.5r..5..2.4.dioxo.1.pyridinyl..3.4.dihydroxy.2.oxolanyl.acetic acid
2...2.formamido.4..methylthio..1.oxobutyl.amino..3.phenylpropanoic acid
2...2.formamido.4..methylthio..1.oxobutyl.amino.propanoic acid
2...2.oxo.2..3..trifluoromethyl.phenyl.ethyl.thio..3.pyridinecarboxylic acid
2...2.oxo.2..4..5..trifluoromethyl..2.pyridinyl..1.4.diazepan.1.yl.ethyl.thio.acetic acid
2...3..2.amino.2.carboxyethyl..2.6.dioxo.1.pyrimidinyl.methyl.benzoic acid
2...3..2.furanyl..1.oxoprop.2.enyl.amino..4.5.dimethyl.3.thiophenecarboxylic acid
2...3..2.furanyl..1.oxoprop.2.enyl.amino..4.phenyl.3.thiophenecarboxylic acid
2...3..2.naphthalenyl..1.oxobut.2.enyl.amino.benzoic acid
2...3..3.4.dimethoxyphenyl..1.oxoprop.2.enyl.amino.benzoic acid
2...3..3.oxo.1.2.benzothiazol.2.yl.phenyl.sulfonylamino.benzoic acid
2...3..4.methoxyphenyl..1.oxoprop.2.enyl.amino.benzoic acid
2...3.cyano.4..2.methoxyphenyl..6.phenyl.2.pyridinyl.thio.acetic acid
2...3.cyclohexyl.1..2..3..diaminomethylideneamino.propylcarbamoyl.piperidin.1.yl..1.oxopropan.2.yl.amino.acetic acid
2...4.5.dihydroxy.6..hydroxymethyl..3...2....2e.4e..4.6.14.trimethylhexadeca.2.4.dienoyl.amino.acetyl.amino.oxan.2.yl.oxy.hydroxyphosphoryl.oxy.4...2r.3s.4r.5r..5..2.4.dioxopyrimidin.1.yl..3.4.dihydroxyoxolan.2.yl..3..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxybutanoic acid
2...4..3.12.dihydroxy.10.13.dimethyl.2.3.4.5.6.7.8.9.11.12.14.15.16.17.tetradecahydro.1h.cyclopenta.a.phenanthren.17.yl..1.oxopentyl.amino.acetic acid
2...4..3.methoxyphenyl..5...4.methylphenoxy.methyl..1.2.4.triazol.3.yl.thio.acetic acid
2...4..4.bromophenyl.phenyl.sulfonylamino..3.methylbutanoic acid
2...5..2.carboxyanilino..9.10.dioxo.1.anthracenyl.amino.benzoic acid
2...5..3.methylphenyl..4.prop.2.enyl.1.2.4.triazol.3.yl.thio.acetic acid
2...6...5.chloro.2.4.dimethoxyanilino..oxomethyl..1.2.3.4.tetrahydroacridin.9.yl.thio.acetic acid
2...6.methyl.4.oxo.5..phenylmethyl..1h.pyrimidin.2.yl.thio.hexanoic acid
2...9h.fluoren.9.ylmethoxy.oxo.methyl.amino..4.methylpentanoic acid
2.....2r.3r..8.bromo.5...2s..1.hydroxypropan.2.yl..3.methyl.6.oxo.3.4.dihydro.2h.pyrido.2.3.b..1.5.oxazocin.2.yl.methyl.methylamino.methyl.benzoic acid
2.....2r.3s..8.bromo.5...2s..1.hydroxypropan.2.yl..3.methyl.6.oxo.3.4.dihydro.2h.pyrido.2.3.b..1.5.oxazocin.2.yl.methyl.methylamino.methyl.benzoic acid
2.....4.methoxyphenyl..oxomethyl.amino.methyl..5.phenyl.3.furancarboxylic acid
2.....4r.5r..8..4.fluorophenyl..2...2r..1.hydroxypropan.2.yl..4.methyl.1.1.dioxo.4.5.dihydro.3h.6.1.l..6..2.benzoxathiazocin.5.yl.methyl.methylamino.methyl.benzoic acid
2.....4r.5r..8..4.fluorophenyl..2...2s..1.hydroxypropan.2.yl..4.methyl.1.1.dioxo.4.5.dihydro.3h.6.1.l..6..2.benzoxathiazocin.5.yl.methyl.methylamino.methyl.benzoic acid
2.....4r.5s..8..2.cyclopentylethynyl..2...2r..1.hydroxypropan.2.yl..4.methyl.1.1.dioxo.4.5.dihydro.3h.6.1.l..6..2.benzoxathiazocin.5.yl.methyl.methylamino.methyl.benzoic acid
2.....4r.5s..8..4.fluorophenyl..2...2r..1.hydroxypropan.2.yl..4.methyl.1.1.dioxo.4.5.dihydro.3h.6.1.l..6..2.benzoxathiazocin.5.yl.methyl.methylamino.methyl.benzoic acid
2.....4r.5s..8..4.fluorophenyl..2...2s..1.hydroxypropan.2.yl..4.methyl.1.1.dioxo.4.5.dihydro.3h.6.1.l..6..2.benzoxathiazocin.5.yl.methyl.methylamino.methyl.benzoic acid
2.....4s.5r..8..2.cyclopentylethynyl..2...2r..1.hydroxypropan.2.yl..4.methyl.1.1.dioxo.4.5.dihydro.3h.6.1.l..6..2.benzoxathiazocin.5.yl.methyl.methylamino.methyl.benzoic acid
2.....4s.5r..8..2.cyclopentylethynyl..2...2s..1.hydroxypropan.2.yl..4.methyl.1.1.dioxo.4.5.dihydro.3h.6.1.l..6..2.benzoxathiazocin.5.yl.methyl.methylamino.methyl.benzoic acid
2.....4s.5r..8..4.fluorophenyl..2...2r..1.hydroxypropan.2.yl..4.methyl.1.1.dioxo.4.5.dihydro.3h.6.1.l..6..2.benzoxathiazocin.5.yl.methyl.methylamino.methyl.benzoic acid
2.....4s.5r..8..4.fluorophenyl..2...2s..1.hydroxypropan.2.yl..4.methyl.1.1.dioxo.4.5.dihydro.3h.6.1.l..6..2.benzoxathiazocin.5.yl.methyl.methylamino.methyl.benzoic acid
2.....4s.5s..8..4.fluorophenyl..2...2r..1.hydroxypropan.2.yl..4.methyl.1.1.dioxo.4.5.dihydro.3h.6.1.l..6..2.benzoxathiazocin.5.yl.methyl.methylamino.methyl.benzoic acid
2.....4s.5s..8..4.fluorophenyl..2...2s..1.hydroxypropan.2.yl..4.methyl.1.1.dioxo.4.5.dihydro.3h.6.1.l..6..2.benzoxathiazocin.5.yl.methyl.methylamino.methyl.benzoic acid
2....1..7.chloro.4.quinolinyl..5..2.6.dimethoxyphenyl..3.pyrazolyl..oxomethyl.amino..2.adamantanecarboxylic acid
2....2..1.3.benzoxazol.2.ylthio..1.oxoethyl.hydrazinylidene.methyl.benzoic acid
2....2...4.bromophenyl.sulfonyl..phenylmethyl.amino..1.oxoethyl.hydrazinylidene.methyl.benzoic acid
2....2....4.methoxyphenyl..oxomethyl.amino.phenyl..oxomethyl.amino..3.methylbutanoic acid
2....2...4..4.chlorophenyl..5.phenyl.1.2.4.triazol.3.yl.thio..1.oxoethyl.hydrazinylidene.methyl.benzoic acid
2....3..2..4.methylphenyl.sulfonylethylthio.phenyl..oxomethyl.amino.benzoic acid
2....3.methyl.4...2..3.nitrophenoxy..1.oxoethyl.amino.phenyl..oxomethyl.amino.benzoic acid
2....4...2.4.diamino.6.pteridinyl.methyl.methylamino.phenyl..oxomethyl.amino.pentanedioic acid
2....4..2..2.amino.4.oxo.1.7.dihydropyrrolo.2.3.d.pyrimidin.5.yl.ethyl.phenyl..oxomethyl.amino.pentanedioic acid
2....4...2..2.4.dichlorophenoxy..1.oxoethyl.amino.phenyl..oxomethyl.amino.benzoic acid
2....4...2..4.chloro.2.methylphenoxy..1.oxopropyl.amino.phenyl..oxomethyl.amino.benzoic acid
2....4.hydroxy.2.oxo.1..phenylmethyl..3.quinolinyl..oxomethyl.amino.acetic acid
2....5..2.6.dimethoxyphenyl..1..4...3..dimethylamino.propyl.methylamino..oxomethyl..2.propan.2.ylphenyl..3.pyrazolyl..oxomethyl.amino..2.adamantanecarboxylic acid
2...anilino.oxo.methyl.amino..4.5.dimethoxybenzoic acid
2...benzamido.sulfanylidene.methyl.amino..5.5.dimethyl.4.7.dihydrothieno.2.3.c.pyran.3.carboxylic acid
2...oxo..3...1.oxo.2.phenylethyl.amino.phenyl.methyl.amino.benzoic acid
2...sulfanylidene...2.2.2.trichloro.1...1.oxo.2.phenoxyethyl.amino.ethyl.amino.methyl.amino.benzoic acid
2...sulfanylidene...2.2.2.trichloro.1....2.nitrophenyl..oxomethyl.amino.ethyl.amino.methyl.amino.benzoic acid
2..benzenesulfonyl.2.pyridinyl.amino.acetic acid
2..benzyl.phenyl.amino.ethyl 5..5.5.dimethyl.2.oxido.1.3.2.dioxaphosphinan.2.yl..2.6.dimethyl.4..3.nitrophenyl..1.4.dihydropyridine.3.carboxylate
2..bis.2.hydroxyethyl.amino.ethanesulfonic acid
2..carboxy..2.furan.2.yl.2.methoxyiminoacetylamino.methyl..5.methyl.3.6.dihydro.2h.1.3.thiazine.4.carboxylic acid
2..carboxymethyl..2..2.6.diethylanilino..2.oxoethyl.amino.acetic acid
2..methyl..3.phenylpropionyl.lamino..benzoic acid
2..oxo..2.phenylethylamino.methyl..7.oxabicyclo.2.2.1.heptane.3.carboxylic acid
2..oxo..2..oxo..2.phenylethylamino.methyl.anilino.methyl..1.cyclohexanecarboxylic acid
2.acetamido.2.deoxy.3.o..4.deoxy.alpha.l.threo.hex.4.enopyranosyluronic acid..4.o.sulfo.d.galactopyranose
2.acetamido.2.deoxy.3.o..4.deoxy.alpha.l.threo.hex.4.enopyranosyluronic acid..6.o.sulfo.d.glucopyranose
2.acetamido.2.deoxy.d.glucopyranose 1.phosphate
2.acetamido.3..2.3.dihydroxybenzoylthio.propanoic acid
2.acetamido.3..4.methoxyphenyl.propanoic acid
2.acetamido.3..4.oxo.1h.cyclohepta.b.pyrrol.3.yl.propanoic acid
2.acetamido.3....1r.3r..3..carboxymethyl..10.hydroxy.7..methylamino..1..3.methylbutyl..6.9.dioxo.3.4.dihydro.1h.benzo.g.isochromen.8.yl.sulanyl.propanoic acid
2.acetamido.3....1s.3s..3..carboxymethyl..10.hydroxy.7..methylamino..1..3.methylbutyl..6.9.dioxo.3.4.dihydro.1h.benzo.g.isochromen.8.yl.sulanyl.propanoic acid
2.acetamido.4.amino.4.oxobutanoic acid
2.acetamido.5.oxopentanoic acid
2.acetamidobutanoic acid
2.acetamidofluorene n.sulfate
2.acetamidophenol sulfate
2.acetamidophenol sulfate.1..
2.acetohydrazidopentanedioic acid
2.acetoxy.6.pentadecylbenzoic acid
2.acetyl.3.5.5.6.8.8.hexamethyl.5.6.7.8. tetrahydronaphthalene
2.acetyl.4.5..tetrahydroxybutyl imidazole
2.acetyl.4.6.dimethoxybenzoic acid
2.acetyllactic acid
2.acetyloxy.4..trifluoromethyl.benzoic acid
2.acetyloxy.4.pentadecylbenzoic acid
2.acetylquinazolin.4 .3h..one
2.acetylthiamine diphosphate
2.acyl.6..alpha.d.mannosyl..1..gt.2..alpha.d.mannosyl..1..gt.6..alpha.d.mannosyl..1..gt.4..alpha.d.glucosaminyl..1..1.radyl.2.acyl.sn.glycero.3.phospho..1d.myo.inositol zwitterion
2.acyl.6..alpha.d.mannosyl..1..gt.4..alpha.d.glucosaminyl..1..1.radyl.2.acyl.sn.glycero.3.phospho..1d.myo.inositol zwitterion
2.acyl.6..2.phosphoethanolamine.alpha.d.mannosyl..1..gt.4..alpha.d.glucosaminyl..1..1.radyl.2.acyl.sn.glycero.3.phospho..1d.myo.inositol zwitterion
2.acyl.6..6.phosphoethanolamine.alpha.d.mannosyl..1..gt.2..6.phosphoethanolamine.alpha.d.mannosyl..1..gt.6..2.phosphoethanolamine.alpha.d.mannosyl..1..gt.4..alpha.d.glucosaminyl..1..1.radyl.2.acyl.sn.glycero.3.phospho..1d.myo.inositol zwitterion
2.acyl.6..6.phosphoethanolamine.alpha.d.mannosyl..1..gt.2..alpha.d.mannosyl..1..gt.6..2.phosphoethanolamine.alpha.d.mannosyl..1..gt.4..alpha.d.glucosaminyl..1..1.radyl.2.acyl.sn.glycero.3.phospho..1d.myo.inositol zwitterion
2.acyl.6..alpha.d.mannosyl..1..gt.2..6.phosphoethanolamine.alpha.d.mannosyl..1..gt.2..6.phosphoethanolamine.alpha.d.mannosyl..1..gt.6..2.phosphoethanolamine.alpha.d.mannosyl..1..gt.4..alpha.d.glucosaminyl..1..1.radyl.2.acyl.sn.glycero.3.phospho..1d.myo.inositol zwitterion
2.acyl.6..alpha.d.mannosyl..1..gt.2..6.phosphoethanolamine.alpha.d.mannosyl..1..gt.2..alpha.d.mannosyl..1..gt.6..2.phosphoethanolamine.alpha.d.mannosyl..1..gt.4..alpha.d.glucosaminyl..1..1.radyl.2.acyl.sn.glycero.3.phospho..1d.myo.inositol zwitterion
2.acyl.6..alpha.d.mannosyl..1..gt.2..alpha.d.mannosyl..1..gt.2..alpha.d.mannosyl..1..gt.6..2.phosphoethanolamine.alpha.d.mannosyl..1..gt.4..alpha.d.glucosaminyl..1..1.radyl.2.acyl.sn.glycero.3.phospho..1d.myo.inositol zwitterion
2.acyl.6..alpha.d.mannosyl..1..gt.2..alpha.d.mannosyl..1..gt.6..2.phosphoethanolamine.alpha.d.mannosyl..1..gt.4..alpha.d.glucosaminyl..1..1.radyl.2.acyl.sn.glycero.3.phospho..1d.myo.inositol zwitterion
2.acyl.6..alpha.d.mannosyl..1..gt.6..2.phosphoethanolamine.alpha.d.mannosyl..1..gt.4..alpha.d.glucosaminyl..1..1.radyl.2.acyl.sn.glycero.3.phospho..1d.myo.inositol zwitterion
2.acyl.6..alpha.d.mannosyl..1..gt.6..alpha.d.mannosyl..1..gt.4..alpha.d.glucosaminyl..1..1.radyl.2.acyl.sn.glycero.3.phospho..1d.myo.inositol zwitterion
2.acyl.6.alpha.d.glucosaminyl.1..1.2.diacyl.sn.glycero.3.phospho..1d.myo.inositol zwitterion
